"","mir","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"94","hsa-mir-4677-3p",108.707147649389,-1.47045730158517,0.324117903311413,-4.53679752510418,5.71148928715011e-06,7.06421043410672e-05
"95","hsa-mir-675-3p",15.7106680734886,2.91482324397048,0.650661835490179,4.4797821002896,7.47192781276905e-06,9.14532831250379e-05
"96","hsa-mir-484",684.966475191173,1.40917758504089,0.316882693089646,4.44700078537339,8.70775196093812e-06,0.000105480500557756
"97","hsa-mir-1185-1-3p",17.7783911376953,-2.9532199793496,0.668799494107601,-4.41570307000631,1.00682210741534e-05,0.000120715915940104
"98","hsa-mir-320d",30.7137262252338,-4.17768638449472,0.948920777367345,-4.40256603515961,1.06978013584136e-05,0.000126968854506424
"99","hsa-mir-539-3p",14.6276274433555,-3.27661634894938,0.746692841482998,-4.38817163753938,1.1430755272514e-05,0.00013431137445204
"100","hsa-mir-3675-3p",36.7739342112767,-1.79129711717703,0.41366453098751,-4.33031353425638,1.4889718433144e-05,0.000173221971870735
"101","hsa-mir-653-5p",870.846027451018,-1.3458567616813,0.311280990035802,-4.32360730260628,1.53498425973067e-05,0.000176824167174857
"102","hsa-mir-150-3p",9.41637856241968,5.78718375378894,1.34428382551203,4.30503115782461,1.66962234779749e-05,0.000190466627054568
"103","hsa-mir-411-3p",11.7087986754824,-4.46282581109107,1.0432998835184,-4.27760597081706,1.88914032539497e-05,0.000211403798318008
"104","hsa-mir-30b-5p",4471.40855369243,-1.03332280822601,0.242854292846202,-4.25490855490211,2.09134468515926e-05,0.00023182358538322
"105","hsa-mir-143-3p",64.9619394572233,1.59922945298631,0.379897508970405,4.20963395448558,2.55784755070678e-05,0.000278284340007451
"106","hsa-mir-1254",221.526814942447,1.57957639378438,0.375120294685059,4.21085293481801,2.54408329683397e-05,0.000278284340007451
"107","hsa-mir-181c-3p",390.755126264981,-1.21504920773821,0.290018244587047,-4.18956127904403,2.79494299409402e-05,0.000301289726427567
"108","hsa-mir-6500-3p",40.2564693074829,-1.86935238814541,0.447129109861257,-4.18078883015571,2.90499554115701e-05,0.000310306341896317
"109","hsa-mir-3924",10.9788328468766,-4.95436587798629,1.1861753123544,-4.1767568641709,2.95694795096298e-05,0.000313010256070406
"110","hsa-mir-6501-5p",56.8837985744397,1.66483136614415,0.400404449178652,4.15787429325325,3.21222693413943e-05,0.000336997022108378
"111","hsa-mir-181a-3p",2809.44354903725,-1.06728285496636,0.258645787059544,-4.12642659716184,3.68443530413516e-05,0.000383116060385736
"112","hsa-mir-326",103.272337401937,-1.25456575078128,0.304967248781771,-4.11377207156768,3.89245782453452e-05,0.00040119631086211
"113","hsa-mir-1271-5p",25.2378350354048,2.31957851896878,0.564872110879532,4.10637819480429,4.01911242587095e-05,0.000410648443512902
"114","hsa-mir-3178",15.3270413696498,-5.4857830579245,1.34391566046239,-4.08193997533823,4.46613329156184e-05,0.000448521933126937
"115","hsa-mir-151b",109.271227643379,-1.62950815747998,0.40195983437556,-4.05390792344067,5.0369048415152e-05,0.000501556202439014
"116","hsa-mir-222-5p",72.5205673549197,-1.52808261173732,0.377950130542796,-4.04307999455576,5.27536122877611e-05,0.000520886507883355
"117","hsa-mir-4664-3p",49.6963405808397,1.54699021465399,0.384487524376601,4.02351212087373,5.73366318300584e-05,0.000561421186669321
"118","hsa-mir-590-3p",194.14633897502,-1.57210699077378,0.393179406267683,-3.99844693214543,6.37594722240854e-05,0.000614076884125412
"119","hsa-mir-24-3p",38442.0946189133,-1.15280102342523,0.288536359534684,-3.99534057088793,6.46013184965584e-05,0.000617126416532163
"120","hsa-mir-218-5p",9.7595533925683,-4.78726712385638,1.20211581742214,-3.98236763419547,6.82321270064265e-05,0.000641381993860409
"121","hsa-mir-193a-3p",207.477355582265,-1.31217509264698,0.330443295539069,-3.97095389847858,7.15854320079168e-05,0.000667562560391288
"122","hsa-mir-320c",44.4262301243388,-2.36773297173659,0.601479248154951,-3.9365164783318,8.26729459187586e-05,0.000764887491768042
"123","hsa-mir-15b-5p",1161.60346040674,-1.37990264211939,0.35216337504309,-3.91835931817312,8.91537385630035e-05,0.000818403459465071
"124","hsa-mir-653-3p",108.600940432438,-1.31231511083337,0.335713679197989,-3.90903079662544,9.26671513756494e-05,0.00084406126253014
"125","hsa-mir-335-3p",1459.66299605223,1.17548500691459,0.303295567668219,3.87570783164387,0.00010631519070772,0.00096092576216593
"126","hsa-mir-361-3p",14190.7362673409,1.13935665557369,0.298681290402429,3.81462345377768,0.000136390740709319,0.00122335206361412
"127","hsa-mir-424-5p",1580.79682246563,-1.24498415985448,0.326717911792709,-3.81057822334632,0.000138642133615851,0.00123412505301989
"128","hsa-mir-372-5p",4.76051239560432,5.79439157254236,1.52665425006374,3.79548386433957,0.000147355779320118,0.00130182737369277
"129","hsa-mir-485-3p",12.6877618003891,-2.86488335135694,0.756420724359047,-3.7874204911354,0.000152219371676525,0.00132487230903642
"130","hsa-mir-4773",8.84935126415625,-4.68362393866643,1.23723957030347,-3.78554327802305,0.000153373137986847,0.0013250988024599
"131","hsa-mir-133b",10.3319770032708,-3.21157106054722,0.867997909287571,-3.6999755715808,0.000215620221313734,0.00179683517761445
"132","hsa-mir-20b-5p",186.833112363149,1.18184689743637,0.319357190314746,3.7007054585857,0.000215000918730818,0.00179683517761445
"133","hsa-mir-485-5p",13.3144146498734,-2.62583967391256,0.711683517991951,-3.68961709457807,0.000224591836581355,0.00185841836607812
"134","hsa-mir-181b-3p",151.282325047538,-1.35479873993527,0.369437547202176,-3.66719287250425,0.000245227824804875,0.0020034685880399
"135","hsa-mir-486-5p",236.890531009555,1.16285106346639,0.319590092466999,3.6385704403101,0.000274155645232261,0.00222160609067522
"136","hsa-mir-425-5p",10174.7153366546,1.43620885324932,0.395569221988377,3.63073963649153,0.000282610169079524,0.00227443115526329
"137","hsa-mir-153-3p",162.117877115493,-1.05101171127074,0.294553056761419,-3.56815754291097,0.000359500333625349,0.00285414116222828
"138","hsa-mir-3159",190.233942839964,1.42164687726733,0.39918542755319,3.56136967719821,0.000368925215203803,0.00290930958298301
"139","hsa-mir-1260a",55.0377047876224,-2.29501960300555,0.650265719322033,-3.52935659194574,0.000416571408904412,0.00326314270308456
"140","hsa-mir-15b-3p",469.382103404605,-1.22065296579747,0.346674849085178,-3.5210312170571,0.000429872006436517,0.00334503051366164
"141","hsa-mir-3614-5p",97.9235210435709,1.04687021312493,0.298569549577174,3.50628593775716,0.000454406778834354,0.00348972526228997
"142","hsa-mir-1268b",228.528607207604,-1.952385726476,0.558854630864928,-3.49354844470795,0.000476646493788203,0.00363675084546194
"143","hsa-mir-299-3p",5.82357575879052,-4.95511504330443,1.42229922017997,-3.48387665056684,0.00049420719774226,0.00372997917682001
"144","hsa-mir-4484",20.4094397880881,-2.53668668832865,0.730256166177937,-3.47369430867709,0.000513345519739487,0.00384191710633055
"145","hsa-mir-33a-5p",32.8473722520463,-1.94163861863357,0.570979565992766,-3.40053958893893,0.000672529966817453,0.00492728937497013
"146","hsa-mir-376c-3p",8.18414149092123,-3.86687258837957,1.14038733471248,-3.39084140157916,0.000696784104363269,0.00505383532485704
"147","hsa-mir-655-3p",7.39621935472711,-3.74713162858834,1.1060893580343,-3.38772957299543,0.000704737115553284,0.00508016018880435
"148","hsa-mir-377-3p",7.318466457624,-3.7041447236098,1.09446810302116,-3.38442455598742,0.000713276179260276,0.00509968950109804
"149","hsa-mir-516a-5p",3.74262643045638,5.44022363181966,1.60794969969246,3.3833294865257,0.000716126610792491,0.00509968950109804
"150","hsa-mir-4697-3p",13.1318539910496,2.30955124351829,0.683436066274475,3.37932303764424,0.000726645709634843,0.00514342595675266
"151","hsa-mir-224-5p",20.5270504169554,1.91910036766381,0.572220396501728,3.35377833330696,0.000797161956182209,0.00560877424259938
"152","hsa-mir-449c-5p",688.517319341812,1.52784628023676,0.458240740462187,3.33415636221204,0.000855585465536756,0.0059840054881291
"153","hsa-mir-29c-3p",150.36947464904,-1.11247458639955,0.334357900305,-3.32719695088633,0.00087724348264598,0.00609917805981673
"154","hsa-mir-663a",58.7856594081926,1.97724457579698,0.601010667345759,3.28986602605421,0.00100235095312213,0.00688749923928947
"155","hsa-mir-483-5p",41.2607873793771,1.27561284600669,0.388124518228076,3.28660722551183,0.00101402160624369,0.00692718248451361
"156","hsa-mir-1266-5p",42.2872628689858,1.33370774150632,0.407639818025319,3.27177984713819,0.00106872761235471,0.00721698243975163
"157","hsa-mir-6827-5p",11.1190429156642,2.34789051718596,0.722240033676902,3.25084515909887,0.00115062505436803,0.00772562536504246
"158","hsa-mir-2355-3p",11.1511058010138,-2.33245103880714,0.718353671319723,-3.24693967878257,0.00116653110850623,0.00778792075281149
"159","hsa-mir-629-3p",6.81789492325438,3.30956274500992,1.04428225967055,3.16922241507198,0.00152847381413333,0.010089644559588
"160","hsa-mir-3611",17.1683785921979,-1.96183348536275,0.621389918706678,-3.15716979999609,0.00159308549952466,0.0104574048153155
"161","hsa-mir-556-3p",11.6451430482359,2.35576889575045,0.747011615591844,3.15359071610153,0.00161275094959731,0.0105276798098713
"162","hsa-mir-4521",4838.8658592903,1.71445105331751,0.545904675694159,3.14056854548361,0.00168620243123962,0.01094634174976
"163","hsa-mir-4724-5p",11.864679889497,2.06965734879776,0.661031556280964,3.13095090413214,0.00174241287076815,0.0111876236237846
"164","hsa-mir-501-5p",553.664577247295,1.40012996807222,0.449382581562737,3.11567476247798,0.00183524564681331,0.0117196393206828
"165","hsa-mir-4640-3p",5.96729814843756,3.50952612441176,1.13461587495482,3.0931403322305,0.00198050458487976,0.0125112520819017
"166","hsa-mir-4324",17.929165051742,-1.71299099238865,0.566092350097858,-3.02599212318014,0.00247818758612655,0.0151659917380141
"167","hsa-mir-1301-3p",244.966238261558,1.03067272166487,0.341094413915473,3.021664030887,0.00251389395343052,0.0153047947942014
"168","hsa-mir-1273f",84.0745275867997,1.16603155793403,0.386369982348146,3.0179144633533,0.00254520733846462,0.0154155599108037
"169","hsa-mir-556-5p",6.50674135108046,3.34812547927583,1.1134536401419,3.00697340111002,0.00263862849811241,0.0157380126156451
"170","hsa-mir-548f-3p",104.329680894498,1.03300040743458,0.343513349631649,3.007162337482,0.00263698899965535,0.0157380126156451
"171","hsa-mir-27a-3p",49158.1359855961,-1.12323885611536,0.37503470491119,-2.99502643730356,0.00274421055612353,0.016203253283644
"172","hsa-mir-2116-3p",9.84066648371262,-2.87483489605056,0.959453872755605,-2.996324239949,0.00273255711303623,0.016203253283644
"173","hsa-mir-615-5p",19.9617214894806,1.69577766838367,0.571555595170533,2.9669513914525,0.00300768505472505,0.0175822385039897
"174","hsa-mir-4461",230.371784779893,1.10048184988617,0.376541937856467,2.92260101531017,0.00347121003276166,0.019993489159289
"175","hsa-mir-182-5p",323168.631594166,1.1768838980731,0.405057267105874,2.90547533311007,0.00366695751116998,0.0209158984253627
"176","hsa-mir-1273g-3p",286.229997674659,1.54373763465603,0.532492540124049,2.89907842520461,0.0037426126808856,0.0212442990340125
"177","hsa-mir-1303",2535.47833550635,1.58552756489193,0.548409275808319,2.89113921815959,0.00383848038604281,0.0216837233346168
"178","hsa-mir-1273e",313.150486339386,1.19719331596464,0.416624819750835,2.87355255666387,0.00405883539850742,0.0227101504440296
"179","hsa-mir-4791",14522.6311567405,1.21918691530895,0.426583507466968,2.85802637459761,0.0042628495792566,0.0237386173252441
"180","hsa-mir-362-5p",2044.8174002009,1.33462491254447,0.467895312586362,2.85240069016107,0.00433903680583085,0.02404890682477
"181","hsa-mir-4459",58.2826865083276,1.41103500346479,0.497112161513255,2.83846405843194,0.00453312242696067,0.0248688139998383
"182","hsa-mir-329-3p",6.22315182128596,-3.08737306342332,1.08815867156838,-2.83724528792611,0.00455046383826829,0.0248688139998383
"183","hsa-mir-7704",18.3161445832968,-2.24729996769801,0.798871452679646,-2.81309334581918,0.00490674049775033,0.0261428267429998
"184","hsa-mir-1260b",396.055666449826,-2.63600975134475,0.937275684503635,-2.81241666131639,0.0049170763491089,0.0261428267429998
"185","hsa-mir-452-5p",8.9362912829753,2.11975614106988,0.755802109610763,2.80464438259051,0.00503721215400375,0.0266609201844793
"186","hsa-mir-377-5p",2.52660477237381,-4.7505126964677,1.69707597232636,-2.7992339611972,0.00512240076082606,0.0267889901077675
"187","hsa-mir-487a-3p",2.52031461417411,-4.733936945588,1.6954056444114,-2.79221492578638,0.00523485722245159,0.0272166249397373
"188","hsa-mir-302d-5p",26.5952742100624,1.28234181902141,0.460669469569451,2.78364837205275,0.00537512716339461,0.0277007649867924
"189","hsa-mir-5091",12.6874768627226,-2.518575347061,0.909696137132334,-2.76858969083939,0.00562994871577514,0.0288623287760152
"190","hsa-mir-211-5p",2.35293626351737,4.77334716449021,1.7301091381135,2.75898615835012,0.00579809907745677,0.02949249530741
"191","hsa-mir-27b-3p",25975.5208991009,-1.02117049616935,0.372155968367235,-2.74393153131345,0.00607081985361258,0.0307466091723913
"192","hsa-mir-379-3p",5.82502191280121,-3.45827480110488,1.27611442295998,-2.71000369471831,0.00672824586393711,0.0339299952365927
"193","hsa-mir-1307-5p",281.588077631173,-1.03331060073922,0.384951742375553,-2.68426009546707,0.00726905313606138,0.0361912603172548
"194","hsa-mir-3074-5p",31.1858062930742,-1.2600174760815,0.47463662834503,-2.65469919688869,0.00793791573952514,0.0391892898905127
"195","hsa-mir-567",94.7609982125425,1.75187441405763,0.662186514547598,2.64559059354221,0.00815484474906086,0.040091809958772
"196","hsa-mir-590-5p",11.2132273754704,-1.90694277759486,0.724258329175041,-2.63295940243717,0.0084644464287036,0.041268566612974
"197","hsa-mir-4330",9.33077651789838,2.15990067125407,0.827239907258187,2.61097252719936,0.00902851464059094,0.0436563979534747
"198","hsa-mir-657",5.0459386881397,3.8148215147509,1.46803865000167,2.59858384160837,0.00936091821911594,0.0450781922436936
"199","hsa-mir-3605-3p",45.9082686367561,-1.09931173738333,0.425478175309734,-2.58370887433432,0.00977442612432964,0.0464977760975196
"200","hsa-mir-4423-5p",3.20608087146094,-4.04417368600641,1.57801511821301,-2.56282315633715,0.0103824916705274,0.0489936855938541
